"Age","Height","Weight","Vegetables_Consumption","Number_of_main_meals","Daily_Water_Consumption","Physical_Activity_Frequency","Time_Using_Technology_Devices","Gender","Overweight_Family_History","High_Caloric_Food_Consumption","Food_Between_Meals_Consumption","Smoke","Calories_Consumption_Monitoring","Alcohol_Consumption","Transportation_Used","Obesity_Level"
"(23.9,28.4]","(1.67,1.73]","(78.4,90]","[1,2]","(2.12,3)","(2.63,3]","[0,0.00594]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.62,1.67]","(78.4,90]","[1,2]","3","(2.04,2.63]","[0,0.00594]","(0,0.369]","Female","yes","yes","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.73,1.78]","(78.4,90]","[1,2]","[1,2.12]","(1.35,2]","[0,0.00594]","0","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(23.9,28.4]","(1.73,1.78]","(78.4,90]","(2.04,2.77]","3","(1.35,2]","(0.00594,0.77]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(60.6,78.4]","3","3","(1.35,2]","(1.05,1.95]","(0.854,1]","Female","yes","yes","Sometimes","no","no","Frequently","Automobile","Overweight_Level_II"
"[14,19.1]","(1.67,1.73]","(78.4,90]","(2.04,2.77]","(2.12,3)","(1.35,2]","(0.77,1.05]","(0.854,1]","Male","yes","no","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","(1.62,1.67]","(60.6,78.4]","(2.04,2.77]","3","(2.04,2.63]","(1.05,1.95]","(0.854,1]","Female","yes","no","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(23.9,28.4]","(1.78,1.98]","(90,112]","[1,2]","(2.12,3)","(1.35,2]","(0.77,1.05]","(1,2]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.73,1.78]","(78.4,90]","(2.04,2.77]","3","[1,1.35]","[0,0.00594]","(1,2]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(60.6,78.4]","3","3","(2.04,2.63]","(1.05,1.95]","(0.854,1]","Female","yes","yes","Sometimes","no","no","Frequently","Automobile","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(78.4,90]","(2,2.04]","3","(2.63,3]","(1.95,3]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(23.9,28.4]","(1.62,1.67]","(60.6,78.4]","(2.77,3)","[1,2.12]","(1.35,2]","(0.00594,0.77]","(0.369,0.854]","Female","yes","yes","Sometimes","no","no","Frequently","Automobile","Overweight_Level_II"
"(28.4,61]","(1.62,1.67]","(78.4,90]","[1,2]","3","(1.35,2]","(0.77,1.05]","0","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(78.4,90]","(2.77,3)","3","(2.63,3]","(1.95,3]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(19.1,21.4]","(1.67,1.73]","(78.4,90]","[1,2]","(2.12,3)","(1.35,2]","(1.05,1.95]","(1,2]","Male","yes","yes","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(60.6,78.4]","(2.04,2.77]","3","[1,1.35]","[0,0.00594]","0","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(21.4,23.9]","(1.67,1.73]","(78.4,90]","[1,2]","[1,2.12]","(1.35,2]","(1.05,1.95]","(1,2]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","[1.45,1.62]","[39,60.6]","[1,2]","[1,2.12]","[1,1.35]","[0,0.00594]","(0.854,1]","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(23.9,28.4]","[1.45,1.62]","(60.6,78.4]","[1,2]","[1,2.12]","(1.35,2]","(0.00594,0.77]","0","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.67,1.73]","(78.4,90]","[1,2]","[1,2.12]","(1.35,2]","(0.77,1.05]","(1,2]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(78.4,90]","3","3","(2.63,3]","[0,0.00594]","0","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.62,1.67]","(60.6,78.4]","(2.77,3)","[1,2.12]","(1.35,2]","(0.00594,0.77]","(0.854,1]","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.78,1.98]","(90,112]","[1,2]","[1,2.12]","(2.63,3]","(0.77,1.05]","0","Male","yes","yes","Sometimes","no","no","Sometimes","Automobile","Overweight_Level_II"
"(19.1,21.4]","(1.62,1.67]","(60.6,78.4]","(2.77,3)","(2.12,3)","(2.63,3]","(0.00594,0.77]","(0.369,0.854]","Female","yes","no","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","(1.67,1.73]","(60.6,78.4]","[1,2]","(2.12,3)","(2.04,2.63]","[0,0.00594]","(0.369,0.854]","Male","yes","no","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(78.4,90]","(2.04,2.77]","3","(1.35,2]","(0.77,1.05]","0","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"[14,19.1]","(1.67,1.73]","(78.4,90]","(2,2.04]","(2.12,3)","(2.63,3]","(0.77,1.05]","(0.369,0.854]","Male","yes","no","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"[14,19.1]","(1.67,1.73]","(78.4,90]","(2.04,2.77]","(2.12,3)","[1,1.35]","(0.00594,0.77]","(0,0.369]","Male","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(78.4,90]","3","3","(2.04,2.63]","[0,0.00594]","0","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(21.4,23.9]","(1.78,1.98]","(90,112]","[1,2]","(2.12,3)","(2.04,2.63]","(1.05,1.95]","(1,2]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(78.4,90]","[1,2]","[1,2.12]","(2.04,2.63]","(1.95,3]","0","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.62,1.67]","(78.4,90]","(2,2.04]","(2.12,3)","(1.35,2]","[0,0.00594]","(0.369,0.854]","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"[14,19.1]","[1.45,1.62]","(60.6,78.4]","3","(3,4]","(1.35,2]","(1.95,3]","(0.854,1]","Female","yes","no","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.78,1.98]","(90,112]","[1,2]","[1,2.12]","(2.63,3]","(0.77,1.05]","(0,0.369]","Male","yes","yes","Sometimes","no","no","Sometimes","Automobile","Overweight_Level_II"
"(23.9,28.4]","(1.67,1.73]","(78.4,90]","(2.04,2.77]","(2.12,3)","(2.04,2.63]","(0.77,1.05]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"[14,19.1]","(1.67,1.73]","(78.4,90]","(2.04,2.77]","(2.12,3)","(1.35,2]","(0.00594,0.77]","(0.854,1]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(23.9,28.4]","(1.78,1.98]","(90,112]","(2.77,3)","[1,2.12]","(1.35,2]","(1.05,1.95]","(0.854,1]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"[14,19.1]","(1.73,1.78]","(78.4,90]","3","3","(1.35,2]","(1.95,3]","(0.854,1]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.73,1.78]","(78.4,90]","[1,2]","3","(2,2.04]","(1.05,1.95]","0","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"[14,19.1]","(1.73,1.78]","(78.4,90]","(2.77,3)","3","(2.04,2.63]","(0.77,1.05]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.78,1.98]","(90,112]","[1,2]","3","(1.35,2]","(0.00594,0.77]","(0,0.369]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(23.9,28.4]","(1.73,1.78]","(78.4,90]","[1,2]","[1,2.12]","(1.35,2]","[0,0.00594]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"[14,19.1]","[1.45,1.62]","(60.6,78.4]","3","(3,4]","(1.35,2]","(1.05,1.95]","(0.854,1]","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.62,1.67]","(78.4,90]","(2.04,2.77]","(2.12,3)","[1,1.35]","(0.00594,0.77]","(1,2]","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(21.4,23.9]","(1.67,1.73]","(78.4,90]","(2.77,3)","3","(2.04,2.63]","(0.00594,0.77]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(78.4,90]","(2.77,3)","[1,2.12]","(2.04,2.63]","(0.00594,0.77]","(0.369,0.854]","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(21.4,23.9]","(1.73,1.78]","(78.4,90]","[1,2]","[1,2.12]","(1.35,2]","(0.00594,0.77]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.73,1.78]","(78.4,90]","(2.04,2.77]","(2.12,3)","(2.04,2.63]","(0.00594,0.77]","0","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","(1.67,1.73]","(78.4,90]","[1,2]","3","(1.35,2]","(1.95,3]","(1,2]","Male","yes","yes","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","(1.67,1.73]","(78.4,90]","[1,2]","(2.12,3)","(1.35,2]","(1.95,3]","(1,2]","Male","yes","yes","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.78,1.98]","(90,112]","[1,2]","[1,2.12]","(2.04,2.63]","(0.77,1.05]","0","Male","yes","yes","Sometimes","no","no","Sometimes","Automobile","Overweight_Level_II"
"(28.4,61]","(1.73,1.78]","(78.4,90]","(2.04,2.77]","(3,4]","(1.35,2]","(0.00594,0.77]","0","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.73,1.78]","(78.4,90]","(2,2.04]","(3,4]","(1.35,2]","(0.77,1.05]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(19.1,21.4]","(1.67,1.73]","(78.4,90]","[1,2]","3","(1.35,2]","(1.95,3]","(1,2]","Male","yes","yes","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.62,1.67]","(78.4,90]","[1,2]","3","(1.35,2]","(0.00594,0.77]","(1,2]","Female","yes","yes","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(23.9,28.4]","[1.45,1.62]","(60.6,78.4]","(2,2.04]","(2.12,3)","(1.35,2]","(1.05,1.95]","(1,2]","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.73,1.78]","(78.4,90]","(2.04,2.77]","[1,2.12]","(2.04,2.63]","(0.77,1.05]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.78,1.98]","(90,112]","[1,2]","(2.12,3)","[1,1.35]","(0.77,1.05]","(0.854,1]","Male","yes","yes","Sometimes","no","no","Sometimes","Automobile","Overweight_Level_II"
"(19.1,21.4]","[1.45,1.62]","(60.6,78.4]","(2.04,2.77]","[1,2.12]","(1.35,2]","(1.05,1.95]","(1,2]","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","[1.45,1.62]","(60.6,78.4]","[1,2]","[1,2.12]","(1.35,2]","(0.00594,0.77]","(0.369,0.854]","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","(1.73,1.78]","(78.4,90]","(2.04,2.77]","3","(2.63,3]","(1.95,3]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","[1.45,1.62]","(60.6,78.4]","(2.04,2.77]","(3,4]","(1.35,2]","(1.05,1.95]","(0.854,1]","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","[1.45,1.62]","(60.6,78.4]","(2.04,2.77]","3","[1,1.35]","(1.05,1.95]","(1,2]","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.78,1.98]","(78.4,90]","[1,2]","(2.12,3)","[1,1.35]","[0,0.00594]","(1,2]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.78,1.98]","(78.4,90]","[1,2]","[1,2.12]","(1.35,2]","(0.00594,0.77]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.67,1.73]","(78.4,90]","[1,2]","(2.12,3)","(1.35,2]","(0.00594,0.77]","(1,2]","Female","yes","yes","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.62,1.67]","(78.4,90]","[1,2]","(2.12,3)","(1.35,2]","(0.77,1.05]","(1,2]","Male","yes","yes","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(23.9,28.4]","(1.67,1.73]","(78.4,90]","[1,2]","3","(2.04,2.63]","[0,0.00594]","(0.854,1]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.67,1.73]","(78.4,90]","(2.04,2.77]","(2.12,3)","(1.35,2]","(0.77,1.05]","(0,0.369]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(23.9,28.4]","(1.67,1.73]","(60.6,78.4]","(2.04,2.77]","3","(2.63,3]","(0.77,1.05]","(0.854,1]","Female","yes","yes","Sometimes","no","no","Frequently","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.78,1.98]","(90,112]","[1,2]","3","[1,1.35]","(0.00594,0.77]","(0,0.369]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.67,1.73]","(78.4,90]","[1,2]","3","(2.04,2.63]","(0.77,1.05]","(1,2]","Female","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(23.9,28.4]","(1.67,1.73]","(60.6,78.4]","(2.77,3)","3","(2.04,2.63]","(0.77,1.05]","(0.369,0.854]","Female","yes","yes","Sometimes","no","no","Frequently","Automobile","Overweight_Level_II"
"[14,19.1]","(1.67,1.73]","(78.4,90]","(2,2.04]","(2.12,3)","(1.35,2]","(0.77,1.05]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","(1.62,1.67]","(60.6,78.4]","(2,2.04]","[1,2.12]","(2.63,3]","(0.00594,0.77]","(0,0.369]","Male","yes","no","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(23.9,28.4]","(1.78,1.98]","(90,112]","[1,2]","(2.12,3)","(1.35,2]","(1.05,1.95]","(1,2]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.78,1.98]","(90,112]","[1,2]","[1,2.12]","(1.35,2]","[0,0.00594]","(1,2]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.67,1.73]","(78.4,90]","(2.04,2.77]","(2.12,3)","(2.04,2.63]","(0.00594,0.77]","(0.854,1]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.78,1.98]","(78.4,90]","[1,2]","(2.12,3)","(1.35,2]","[0,0.00594]","(1,2]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.67,1.73]","(78.4,90]","(2,2.04]","(2.12,3)","(1.35,2]","(0.00594,0.77]","(1,2]","Female","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(78.4,90]","(2.04,2.77]","(2.12,3)","(2.04,2.63]","(1.05,1.95]","(0,0.369]","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(23.9,28.4]","(1.67,1.73]","(78.4,90]","(2.04,2.77]","(2.12,3)","(2.04,2.63]","(0.00594,0.77]","(0.369,0.854]","Female","yes","yes","Sometimes","no","no","Frequently","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.62,1.67]","(78.4,90]","[1,2]","3","(1.35,2]","(0.77,1.05]","0","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.73,1.78]","(78.4,90]","(2.77,3)","3","(2.63,3]","(1.95,3]","(0.854,1]","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(21.4,23.9]","(1.62,1.67]","(78.4,90]","[1,2]","3","(1.35,2]","(0.00594,0.77]","(1,2]","Male","yes","yes","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"[14,19.1]","(1.62,1.67]","(78.4,90]","(2.04,2.77]","(2.12,3)","(1.35,2]","(1.05,1.95]","(0.854,1]","Male","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(78.4,90]","(2.04,2.77]","3","[1,1.35]","[0,0.00594]","(1,2]","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(21.4,23.9]","(1.67,1.73]","(78.4,90]","[1,2]","(2.12,3)","(1.35,2]","(1.95,3]","(1,2]","Male","yes","yes","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(23.9,28.4]","[1.45,1.62]","(60.6,78.4]","[1,2]","[1,2.12]","[1,1.35]","(0.00594,0.77]","0","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(23.9,28.4]","[1.45,1.62]","(60.6,78.4]","[1,2]","[1,2.12]","(1.35,2]","(0.00594,0.77]","(0,0.369]","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","[1.45,1.62]","(60.6,78.4]","[1,2]","[1,2.12]","(1.35,2]","(0.00594,0.77]","(0.369,0.854]","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","[1.45,1.62]","(60.6,78.4]","(2.04,2.77]","(3,4]","(1.35,2]","(1.05,1.95]","(1,2]","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.67,1.73]","(78.4,90]","[1,2]","(2.12,3)","(1.35,2]","(0.00594,0.77]","(1,2]","Male","yes","yes","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(21.4,23.9]","(1.67,1.73]","(78.4,90]","(2.04,2.77]","(2.12,3)","(1.35,2]","(0.77,1.05]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(60.6,78.4]","3","3","(2.04,2.63]","[0,0.00594]","0","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(78.4,90]","(2.77,3)","3","(1.35,2]","[0,0.00594]","(0.369,0.854]","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(60.6,78.4]","(2.77,3)","[1,2.12]","(1.35,2]","(0.77,1.05]","(0.369,0.854]","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.62,1.67]","(78.4,90]","(2.04,2.77]","[1,2.12]","(2.04,2.63]","(0.00594,0.77]","(1,2]","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.78,1.98]","(90,112]","(2.04,2.77]","[1,2.12]","(2.04,2.63]","(1.05,1.95]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Automobile","Overweight_Level_II"
"(28.4,61]","(1.78,1.98]","(90,112]","[1,2]","[1,2.12]","(2.63,3]","(0.77,1.05]","0","Male","yes","yes","Sometimes","no","no","Sometimes","Automobile","Overweight_Level_II"
"[14,19.1]","[1.45,1.62]","(60.6,78.4]","3","(3,4]","(1.35,2]","(1.05,1.95]","(0.854,1]","Female","yes","no","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","[1.45,1.62]","(60.6,78.4]","3","(3,4]","(1.35,2]","(1.05,1.95]","(0.854,1]","Female","yes","no","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","(1.67,1.73]","(60.6,78.4]","[1,2]","(2.12,3)","(2.04,2.63]","(1.05,1.95]","(0.369,0.854]","Male","yes","no","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.73,1.78]","(78.4,90]","(2.04,2.77]","3","[1,1.35]","(0.00594,0.77]","0","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"[14,19.1]","(1.73,1.78]","(78.4,90]","[1,2]","3","(2.63,3]","(0.77,1.05]","(0,0.369]","Male","yes","no","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"[14,19.1]","(1.73,1.78]","(78.4,90]","(2.77,3)","3","(2.63,3]","(0.77,1.05]","(0.369,0.854]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(19.1,21.4]","(1.67,1.73]","(78.4,90]","(2.04,2.77]","[1,2.12]","(1.35,2]","(1.05,1.95]","(0.854,1]","Male","yes","yes","Sometimes","no","no","no","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(60.6,78.4]","3","[1,2.12]","(1.35,2]","(1.05,1.95]","(0,0.369]","Female","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"[14,19.1]","(1.78,1.98]","(90,112]","[1,2]","3","(2.63,3]","(0.77,1.05]","(0.854,1]","Male","yes","yes","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(78.4,90]","[1,2]","[1,2.12]","(2,2.04]","(1.95,3]","0","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.73,1.78]","(78.4,90]","(2.04,2.77]","(2.12,3)","(2.63,3]","(1.95,3]","(0.854,1]","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"(28.4,61]","(1.67,1.73]","(78.4,90]","[1,2]","[1,2.12]","(2.04,2.63]","(1.05,1.95]","0","Male","yes","yes","Sometimes","no","no","no","Automobile","Overweight_Level_II"
"[14,19.1]","[1.45,1.62]","(60.6,78.4]","(2.77,3)","(2.12,3)","(2.04,2.63]","(1.05,1.95]","(0.369,0.854]","Female","yes","no","Sometimes","no","no","Sometimes","Public_Transportation","Overweight_Level_II"
